appliesTo,key,editorKind,sourceKind,quality,description
ArtObject,PowerUp3YSort,Text,Yuri,name-inferred-yuri-20260603,推断型字段：PowerUp3YSort / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,ProductionAnimY,Text,Yuri,name-inferred-yuri-20260603,推断型字段：ProductionAnimY / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,PsiWarning,Text,Yuri,name-inferred-yuri-20260603,推断型字段：PsiWarning / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,QueueingCell,Text,Yuri,name-inferred-yuri-20260603,推断型字段：QueueingCell / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Ready,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Ready / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Recoilless,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Recoilless / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,RemoveOccupy4,Text,Yuri,name-inferred-yuri-20260603,推断型字段：RemoveOccupy4 / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Rotates,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Rotates / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Scorch,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Scorch / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SecondaryFirePixelOffset,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SecondaryFirePixelOffset / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SecondarySpawnOffset,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SecondarySpawnOffset / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,ShadowIndex,Text,Yuri,name-inferred-yuri-20260603,推断型字段：ShadowIndex / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SpawnDelay,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SpawnDelay / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SpawnsParticle,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SpawnsParticle / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SpecialAnimThreeYSort,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SpecialAnimThreeYSort / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Sticky,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Sticky / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,SuperAnimY,Text,Yuri,name-inferred-yuri-20260603,推断型字段：SuperAnimY / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Swim,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Swim / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,TerrainPalette,Text,Yuri,name-inferred-yuri-20260603,推断型字段：TerrainPalette / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,TiberiumSpawnRadius,Text,Yuri,name-inferred-yuri-20260603,推断型字段：TiberiumSpawnRadius / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位，并可能涉及资源、矿石、回收或经济收益。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,TiberiumSpawnType,Text,Yuri,name-inferred-yuri-20260603,推断型字段：TiberiumSpawnType / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位，并可能涉及资源、矿石、回收或经济收益。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,ToOverlay,Text,Yuri,name-inferred-yuri-20260603,推断型字段：ToOverlay / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Translucency,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Translucency / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Tread,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Tread / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Tumble,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Tumble / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,TurretOffset,Text,Yuri,name-inferred-yuri-20260603,推断型字段：TurretOffset / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Undeploy,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Undeploy / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Up,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Up / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,UseLineTrail,Text,Yuri,name-inferred-yuri-20260603,推断型字段：UseLineTrail / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
ArtObject,Voxel,Text,Yuri,name-inferred-yuri-20260603,推断型字段：Voxel / ArtObject 暂未完成官方逐条核验；根据字段名、所属 Art 图像对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
