Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
AIIonCannonHarvestervalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,8C223BC6AB10704389175CDAAE8F792ACDA21FD1C611468F7EE7E3F633A3C874,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonHarvesterValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,62BAD8A38119AFBB63A021CAD43CD7AF03C5C73FF4AE6F839FCC1DB6C6931A9B,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIIonCannonHelipadValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,96A02CFC1B4519033E8579AD88AEADABD12BC0E136872C4F77009D8E0B8A40B9,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIIonCannonMCVvalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,B3287F7489D0CFD0E099CCE4CCD97CA2FA4E1FDF536ECCB0BC9AB93F81088BD2,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonMCVValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,1351BB49BE3287452D102BF2C8A822E40AAE40DB0AE0C9D6DCB91FB16D95FB95,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIIonCannonPlugValue,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,DF365BD7F798A9B21255E9C6BAA4C6C93C88786DA73D96954CC9191C745596BD,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AIIonCannonPowervalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,DAB5332F2F483AD35374FB6960181B4F575872F83AF2DA0B6F0B7631624D694F,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonPowerValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,7EFE63A137D3AF5051A6766965C55C110EAA9C1A0EF654C24BD34292F399B127,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIIonCannonTechCentervalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,4C64D8B70DB402BFAB657A75E63A0721EBEB451B0CBB7920C45544BB25D11741,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonTempleValue,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,5B02789DC1A59FF83926BA6D596A6762A6B6B304283119CC726099D5BD602362,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AIIonCannonThiefvalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,8740D88E8F32A9E43655AA52E5AF287FD73E4C7EA681625B097233F2704F51B8,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonThiefValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,E91658BD8577800F39E788703974B957A9066C22A34F6BF51EB20E49DD7BA2A9,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIIonCannonWarFactoryvalue,Global,Text,Yuri,community-reviewed-ts-ioncannon-or-legacy-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,E85B8FBF268F7F0F5C8DA46F62B9D852C0BAD98AFDB571B30AEA68D966826F0D,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIIonCannonWarFactoryValue,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,EA16C308C19DC4044F5B243F9CFBEE85C39A20EA396F0A432C1D7C0EF492E679,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AIMinorSuperReadyPercent,AI,Text,Yuri,source-verified-guardrail-general-ai-controls-20260604,VerifiedGuardrail,SpecificOrNeedsReview,0D4D3C7F4F5ED6156DB82B475606F5BD65F2197060355B29209F917983D3AE9F,3,True,Global;Techno,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AINavalYardAdjacency,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,11851BC5CE8B3DF3DC8E16D59E25B5BCFB0619D93DC87D84BDD08F9ECAE30845,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AINodeWallsOnly,Animation,Boolean,Phobos,source-verified-guardrail-phobos-animation-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,1CD3E6F9EE7DBB76FC3DDAA05538619B74E9CD2A603DA7FF35A2CEDDB92DFA85,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AINormalTargetingDelay,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,4361609E226C0E5610DC893D5939884F94C9CCC082368838031A2E9159254A77,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AIParadropMission,Techno,Text,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,EFA6B30B03AA1C088E5E3640F152A02B721EBF5B74B9BB6FB9F813AD972D0C49,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AIPickWallDefensePercent,AI,Text,Yuri,source-assisted-ai-control-p1-20260603,Inferred,SpecificOrNeedsReview,881F245E7A060B1BCF2ED411FB7FDF5A0AEA213F65F7BD8BB9471E0503081EF7,2,True,Global,RetainReviewed,Specific non-template inferred row retained with its existing recognized Inferred trust state; no source-verified promotion was claimed.
AIPickWallDefensePercent,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,5E6C9EE3B7E904C88AF2F5909D2299A64BA627F925538C06B6BF9A689A1708FB,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AIPlayers,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,B39B9168016A064899E4880745BD34AE35C4AA0615CF660253ABEF3F6B705A38,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
Airburst,Techno,Text,Ares,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,255E3AF2BC695A4282867EEA444248C4EA1357532D40145D7C6B65A47406CEEF,2,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Airburst,Weapon,Text,Ares,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,CB66BBC4CA57D4043741414108BE5D2FF3758FE73900E68D80D41AB006923EA9,2,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AirburstWeapon,Techno,Text,Phobos,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,00FFE57E19CF6288C03D80E768FBA9FDA2500369F4DD19831371FAB6DB27C147,2,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AirburstWeapon,Weapon,Text,Phobos,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,149CFBB5E428B7A91FF8EEB925A1671F7A35B3FB37FB50B9C823B14362305A6B,2,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Aircraft,AI,Text,Yuri,source-verified-wrong-context-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,081477D9EA9654D5DEDC02474F9002DB887E95181A3A8D99FAC19B274B8A2F15,2,True,Global,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Aircraft.DefaultDigitalDisplayTypes,Techno,MultiSelect,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,497698C1747F6F549E513857DC5D414A766702C6716F07307D89A495240151A1,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AircraftCostBonus,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,2982EA10E31C370B2AAB7A74088BB37B1AA9C00347FB99232D5927A6506BE87D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AircraftFogReveal,Global,Text,Yuri,community-reviewed-ai-iq-behavior-p0-20260603,Unknown,SpecificOrNeedsReview,83516A5F4F43561A3AEF9BD9F38E17EE91C3A1884D0E8136723ACFBC6E413560,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
AircraftFogReveal,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,7D0CBDFB2D8B5E259FBF4A492EC1B64730EA8168931B9151894A8E1C14168703,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AircraftLevelLightMultiplier,Global,Integer,Phobos,name-inferred-phobos-20260603,Inferred,UniformInferredTemplate,2E40EAF58814BF42779FE585CE6C98E93CA2F4095C82A7D897F5627FCA126DAC,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
AirDeathFalling,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FB9E68801B51092B968F17B2988ED01CE30126934BB15964D168150C143FF90F,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
AirDeathFinish,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A240124E2D8B48025EB47137BD85829A667D8B1EC41D1B0C15770FFAEAC90BF3,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
AirDeathStart,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,4A4605BDE558D6B0129FD6510772F10F17F711388A1A6F2833B4AD9357E4FC41,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
AIRestrictReplaceTime,AI,Integer,Yuri,community-reviewed-wrong-context-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,1A935B9CE3ACC789FBD19D20466FA13AFB66FB65A72992FF7B564211623AC8BD,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
AIRestrictReplaceTime,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,9DC4B5DF2F86C27F1805003F6C3DED77888BF4F774C2113AA2E6CBFE3B2D66B5,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AirportBound,Techno,Text,Yuri,source-verified-noncanonical-guardrail-20260603,VerifiedGuardrail,SpecificOrNeedsReview,682AB74A28EC0B56374EE58E94D474884E509D397F0D9E2E9597B8C754640990,1,True,Aircraft,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AirRangeBonus,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,E210A41D05FBA82D7B374899336972F454750D3589DB89D0C0261E5154F9541E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
AirShadowBaseScale,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,1ED0BDD917CE8732661A960B361B376D52928D4DE684BE43E2457C5F7402194D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range AARate..Culling.
Airstrike,Weapon,Boolean,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,17BE963E2F2ED800732F848648D34955BAFE7848457927F0EB052F467D784324,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AirstrikeAbortSound,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,75563327CC559285C4F0A1E349F3EB3FF53186F10FD31783EC2CA243027FA993,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AirstrikeAttackVoice,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,39715FFE88F78442F5B5C248408209A32D40E7D93D0CA9B668AD4BDDA397A8C7,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AirstrikeLineColor,Projectile,Text,Phobos,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,88C38CD6685F38547F202E4E84F1AB971A60EBB638EAFE36B918E15FE38AA1DC,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AirstrikeLineColor,Techno,Text,Phobos,source-verified-guardrail-projectile-advanced-20260603,VerifiedGuardrail,SpecificOrNeedsReview,71429A97544DE01DCC615CB8AA0CA22859563A0F4AC0550F01CBC218C7000306,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
AirstrikeRechargeTime,Techno,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,C1E5FE139492A466F857639A9C9C4234146A07BFC3385D129FA2D410D3C3D4F9,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range ActivateSound..DeployedFire. Source metadata alone is insufficient because extraction produced context errors.
AirstrikeTargets,Warhead,MultiSelect,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,1BFA5AF0A58E0CEC00E93A29130D2801BC80744A5796509705984992ECD61A99,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
